Area Name,Year,Month,Labor Force,Employment,Unemployment,Unemployment Rate,County,Region
"Santa Maria-Santa Barbara, CA MSA",2017,January,"217,508","206,590","10,918",5.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,February,"217,422","206,697","10,725",4.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,March,"217,316","206,834","10,482",4.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,April,"217,265","207,031","10,234",4.7%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,May,"217,305","207,295","10,010",4.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,June,"217,421","207,583","9,838",4.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,July,"217,534","207,835","9,699",4.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,August,"217,509","207,956","9,553",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,September,"217,381","207,990","9,391",4.3%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,October,"217,287","208,070","9,217",4.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,November,"217,259","208,198","9,061",4.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2017,December,"217,338","208,394","8,944",4.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,January,"217,600","208,721","8,879",4.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,February,"218,026","209,180","8,846",4.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,March,"218,516","209,710","8,806",4.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,April,"218,879","210,149","8,730",4.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,May,"219,061","210,435","8,626",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,June,"219,132","210,630","8,502",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,July,"219,182","210,814","8,368",3.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,August,"219,392","211,110","8,282",3.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,September,"219,787","211,519","8,268",3.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,October,"220,309","211,967","8,342",3.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,November,"220,922","212,443","8,479",3.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2018,December,"221,424","212,800","8,624",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,January,"221,648","212,936","8,712",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,February,"221,582","212,880","8,702",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,March,"221,299","212,703","8,596",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,April,"220,891","212,489","8,402",3.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,May,"220,466","212,299","8,167",3.7%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,June,"220,128","212,164","7,964",3.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,July,"220,043","212,208","7,835",3.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,August,"220,295","212,525","7,770",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,September,"220,891","213,139","7,752",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,October,"221,760","213,993","7,767",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,November,"222,783","214,995","7,788",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2019,December,"223,817","215,988","7,829",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,January,"224,603","216,745","7,858",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,February,"224,968","217,105","7,863",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,March,"222,137","209,613","12,524",5.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,April,"211,979","180,846","31,133",14.7%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,May,"211,530","182,802","28,728",13.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,June,"216,265","192,240","24,025",11.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,July,"214,760","194,020","20,740",9.7%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,August,"212,559","195,607","16,952",8.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,September,"213,740","196,801","16,939",7.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,October,"213,377","197,451","15,926",7.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,November,"212,853","197,572","15,281",7.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2020,December,"212,310","197,418","14,892",7.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,January,"212,062","197,373","14,689",6.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,February,"212,310","197,732","14,578",6.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,March,"212,956","198,523","14,433",6.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,April,"213,818","199,642","14,176",6.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,May,"214,736","200,940","13,796",6.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,June,"215,596","202,277","13,319",6.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,July,"216,250","203,545","12,705",5.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,August,"216,660","204,711","11,949",5.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,September,"216,928","205,785","11,143",5.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,October,"217,109","206,739","10,370",4.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,November,"217,260","207,579","9,681",4.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2021,December,"217,415","208,318","9,097",4.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,January,"217,572","208,945","8,627",4.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,February,"217,731","209,447","8,284",3.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,March,"217,864","209,836","8,028",3.7%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,April,"217,958","210,132","7,826",3.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,May,"217,999","210,337","7,662",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,June,"218,004","210,447","7,557",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,July,"217,998","210,453","7,545",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,August,"217,961","210,360","7,601",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,September,"217,870","210,192","7,678",3.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,October,"217,775","209,997","7,778",3.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,November,"217,665","209,762","7,903",3.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2022,December,"217,589","209,538","8,051",3.7%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,January,"217,681","209,458","8,223",3.8%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,February,"218,022","209,627","8,395",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,March,"218,631","210,091","8,540",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,April,"219,421","210,773","8,648",3.9%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,May,"220,206","211,475","8,731",4.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,June,"220,844","212,048","8,796",4.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,July,"221,243","212,373","8,870",4.0%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,August,"221,364","212,381","8,983",4.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,September,"221,228","212,092","9,136",4.1%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,October,"220,940","211,631","9,309",4.2%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,November,"220,673","211,202","9,471",4.3%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2023,December,"220,516","210,944","9,572",4.3%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,January,"220,481","210,887","9,594",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,February,"220,593","211,006","9,587",4.3%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,March,"220,814","211,200","9,614",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,April,"221,035","211,353","9,682",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,May,"221,214","211,434","9,780",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,June,"221,310","211,406","9,904",4.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,July,"221,377","211,345","10,032",4.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,August,"221,487","211,357","10,130",4.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,September,"221,634","211,472","10,162",4.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,October,"221,778","211,646","10,132",4.6%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,November,"221,830","211,742","10,088",4.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2024,December,"221,837","211,771","10,066",4.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2025,January,"222,545","212,581","9,964",4.5%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2025,February,"222,981","213,137","9,844",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2025,March,"223,566","213,759","9,807",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2025,April,"224,098","214,223","9,875",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2025,May,"224,468","214,529","9,939",4.4%,Santa Barbara County,Central Coast
"Santa Maria-Santa Barbara, CA MSA",2025,June,"224,711","214,542","10,169",4.5%,Santa Barbara County,Central Coast
"Santa Rosa-Petaluma, CA MSA",2015,January,"257,233","244,578","12,655",4.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,February,"257,473","245,100","12,373",4.8%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,March,"257,785","245,632","12,153",4.7%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,April,"258,118","246,148","11,970",4.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,May,"258,296","246,507","11,789",4.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,June,"258,205","246,613","11,592",4.5%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,July,"257,974","246,574","11,400",4.4%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,August,"257,720","246,479","11,241",4.4%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,September,"257,463","246,353","11,110",4.3%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,October,"257,302","246,297","11,005",4.3%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,November,"257,289","246,356","10,933",4.2%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2015,December,"257,388","246,522","10,866",4.2%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,January,"257,546","246,765","10,781",4.2%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,February,"257,691","246,995","10,696",4.2%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,March,"257,732","247,121","10,611",4.1%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,April,"257,698","247,159","10,539",4.1%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,May,"257,654","247,170","10,484",4.1%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,June,"257,607","247,178","10,429",4.0%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,July,"257,509","247,150","10,359",4.0%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,August,"257,406","247,114","10,292",4.0%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,September,"257,381","247,132","10,249",4.0%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,October,"257,431","247,238","10,193",4.0%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,November,"257,579","247,499","10,080",3.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2016,December,"257,835","247,918","9,917",3.8%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,January,"258,154","248,429","9,725",3.8%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,February,"258,460","248,936","9,524",3.7%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,March,"258,658","249,312","9,346",3.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,April,"258,701","249,499","9,202",3.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,May,"258,650","249,581","9,069",3.5%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,June,"258,642","249,702","8,940",3.5%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,July,"258,797","249,981","8,816",3.4%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,August,"259,121","250,447","8,674",3.3%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,September,"259,564","251,067","8,497",3.3%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,October,"259,985","251,706","8,279",3.2%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,November,"260,217","252,175","8,042",3.1%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2017,December,"260,221","252,414","7,807",3.0%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,January,"260,048","252,425","7,623",2.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,February,"259,781","252,276","7,505",2.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,March,"259,477","252,053","7,424",2.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,April,"259,143","251,792","7,351",2.8%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,May,"258,815","251,537","7,278",2.8%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,June,"258,554","251,371","7,183",2.8%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,July,"258,400","251,330","7,070",2.7%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,August,"258,353","251,360","6,993",2.7%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,September,"258,341","251,344","6,997",2.7%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,October,"258,285","251,200","7,085",2.7%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,November,"258,094","250,873","7,221",2.8%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2018,December,"257,637","250,290","7,347",2.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,January,"256,862","249,440","7,422",2.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,February,"255,885","248,458","7,427",2.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,March,"254,925","247,553","7,372",2.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,April,"254,217","246,961","7,256",2.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,May,"253,926","246,833","7,093",2.8%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,June,"254,068","247,143","6,925",2.7%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,July,"254,503","247,707","6,796",2.7%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,August,"255,037","248,322","6,715",2.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,September,"255,519","248,839","6,680",2.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,October,"255,828","249,154","6,674",2.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,November,"255,933","249,266","6,667",2.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2019,December,"255,916","249,253","6,663",2.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2020,January,"255,961","249,291","6,670",2.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2020,February,"256,196","249,455","6,741",2.6%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2020,March,"252,441","242,101","10,340",4.1%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2020,April,"243,169","204,527","38,642",15.9%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2020,May,"237,136","203,064","34,072",14.4%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2020,June,"243,638","215,759","27,879",11.4%,Sonoma County,Bay Area
"Santa Rosa-Petaluma, CA MSA",2020,July,"242,132","218,463","23,669",9.8%,Sonoma County,Bay Area
